number,title,start,end,text,chunk_id,embedding
3,Basic Structure of an HTML Website,211.04000000000002,212.24, What is pair tag?,1814,"[-0.06789056 -0.03182058 -0.0445241  ... -0.01312445 -0.0190322
  0.0372288 ]"
3,Basic Structure of an HTML Website,212.24,214.74, Your opening tag is a closing tag.,1815,"[-0.05972296 -0.01778954 -0.04467907 ... -0.02434194 -0.04644621
  0.02991653]"
3,Basic Structure of an HTML Website,214.74,216.94, So this is the basic structure of the HTML website.,1816,"[-0.03399895  0.00425052 -0.02497927 ...  0.06472339  0.0202045
  0.01334707]"
3,Basic Structure of an HTML Website,216.94,218.94, Now here you will see that the background is red.,1817,"[-0.06463914  0.02324336 -0.0537787  ... -0.00139667  0.02040362
  0.00109388]"
3,Basic Structure of an HTML Website,218.94,220.74, Whose background is this?,1818,"[-0.04922413  0.01630483 -0.04912441 ... -0.02023115  0.04573514
 -0.01240696]"
3,Basic Structure of an HTML Website,220.74,222.24, This is the background of CSS.,1819,"[-0.0627322   0.00636481 -0.04523053 ...  0.02240494  0.02294501
 -0.00135942]"
3,Basic Structure of an HTML Website,222.24,224.94, If I remove the CSS from here and say that,1820,"[-0.03696835  0.0239102  -0.02506755 ...  0.03819883 -0.00784999
  0.01392657]"
3,Basic Structure of an HTML Website,224.94,226.24, remove it quickly.,1821,"[-0.00391839  0.06625967 -0.07553245 ...  0.00652051 -0.04776216
  0.01780613]"
3,Basic Structure of an HTML Website,226.24,227.74, What will I say with CSS?,1822,"[-0.06331957  0.02564681 -0.0264962  ...  0.01545103  0.00064955
 -0.00504289]"
3,Basic Structure of an HTML Website,227.74,229.24, Remove it quickly.,1823,"[-0.0051612   0.06833383 -0.0752558  ...  0.00835455 -0.04669872
  0.01934168]"
3,Basic Structure of an HTML Website,229.24,231.44," And as soon as I say remove it quickly,",1824,"[ 0.00658943  0.07920643 -0.0437226  ... -0.0039873  -0.01923921
 -0.00277401]"
3,Basic Structure of an HTML Website,231.44,232.64000000000001, it will have to be removed from here.,1825,"[-0.02046437  0.05075646 -0.07082055 ...  0.02926167 -0.02379427
  0.03351019]"
3,Basic Structure of an HTML Website,232.64000000000001,233.64000000000001, I will reload the page.,1826,"[-0.02959217  0.03286463 -0.06355707 ... -0.00077698 -0.02111728
  0.0076711 ]"
3,Basic Structure of an HTML Website,233.64000000000001,235.44, You can see that it has been removed.,1827,"[-0.01008184  0.02045952 -0.06952153 ...  0.01264151 -0.0253012
  0.0132932 ]"
3,Basic Structure of an HTML Website,235.44,237.74," Similarly, I can say it from JavaScript.",1828,"[-0.02388222  0.04482867 -0.02291756 ... -0.00015911 -0.03256835
 -0.01766821]"
3,Basic Structure of an HTML Website,237.74,239.24, Remove it quickly.,1829,"[-0.0051612   0.06833383 -0.0752558  ...  0.00835455 -0.04669872
  0.01934168]"
3,Basic Structure of an HTML Website,239.24,241.44," You see, I said from here that the alert will also be closed.",1830,"[-0.0167677   0.02873557 -0.04872718 ... -0.00346721 -0.02943954
  0.01703911]"
3,Basic Structure of an HTML Website,241.44,242.04000000000002, Okay.,1831,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
3,Basic Structure of an HTML Website,242.04000000000002,244.74," So you see, I will reload it now that the alert will also be closed.",1832,"[-0.03100022  0.0190224  -0.04887311 ... -0.00097134 -0.01844143
  0.01094614]"
3,Basic Structure of an HTML Website,244.74,249.14000000000001, So I added CSS and JavaScript in the HTML content.,1833,"[-0.00759845 -0.00190011 -0.03892267 ...  0.03182746 -0.02323215
  0.02275173]"
3,Basic Structure of an HTML Website,249.14000000000001,252.74, This additionally used the functionalities of CSS and JavaScript,1834,"[-0.01612531  0.01323507 -0.04493506 ...  0.03516142 -0.02523867
  0.01665803]"
3,Basic Structure of an HTML Website,252.74,255.54000000000002, to link this HTML page.,1835,"[-0.05909019  0.03656394 -0.03498978 ...  0.05101778  0.01946571
 -0.00610464]"
3,Basic Structure of an HTML Website,255.54000000000002,257.54, I already told you about the title tag.,1836,"[-0.06276645  0.01794402 -0.04275595 ... -0.01049465 -0.01459848
  0.01340472]"
3,Basic Structure of an HTML Website,257.54,259.84000000000003, This is used to set the page title.,1837,"[-0.05611844  0.0126293  -0.05996146 ...  0.02135779  0.01859681
 -0.01146337]"
3,Basic Structure of an HTML Website,259.84000000000003,261.34000000000003, Now you just have to give the meaning of this,1838,"[-0.02992698  0.03917275 -0.04992734 ...  0.0111519  -0.04773475
 -0.00646139]"
3,Basic Structure of an HTML Website,261.34000000000003,263.04, that you see the title here.,1839,"[-0.04608326  0.01639939 -0.02411251 ...  0.01804563 -0.00362053
  0.03428222]"
3,Basic Structure of an HTML Website,263.04,266.34000000000003, The search engines that are used here also use it.,1840,"[-0.03089671  0.00777669 -0.06892715 ...  0.03262983  0.00996763
 -0.00175766]"
3,Basic Structure of an HTML Website,266.34000000000003,268.04," That is, if you will write here from the search engines",1841,"[-0.0274087  -0.00072016 -0.01357248 ...  0.03870367 -0.0162048
  0.00198841]"
3,Basic Structure of an HTML Website,268.04,271.64000000000004," if you are Google, code with Harry HTML.",1842,"[-0.06266326 -0.01158083 -0.0050575  ...  0.04338108 -0.00083808
  0.01036927]"
3,Basic Structure of an HTML Website,271.64000000000004,273.74," So the code with Harry's HTML introduction,",1843,"[-0.03510465  0.00307975 -0.02175995 ...  0.05598915  0.0361668
  0.01455124]"
3,Basic Structure of an HTML Website,273.74,276.54," HTML working, I have put all the titles on the page.",1844,"[-0.03062135 -0.00877445 -0.04253742 ...  0.03435064  0.00232677
  0.04222891]"
3,Basic Structure of an HTML Website,276.54,279.74," You see here, the HTML introduction is the title of the page.",1845,"[-0.06110286 -0.00103051 -0.02670255 ...  0.05558423  0.04096724
  0.0260198 ]"
3,Basic Structure of an HTML Website,279.74,284.54, So these titles are used by the page and passed through the search engines.,1846,"[-0.02802073 -0.01035729 -0.05480399 ...  0.03933453  0.01966996
 -0.00403388]"
3,Basic Structure of an HTML Website,284.54,286.54, Now I will change the page here.,1847,"[-0.03552987  0.0209642  -0.04311001 ...  0.02444139 -0.02324656
  0.00177619]"
3,Basic Structure of an HTML Website,286.54,288.54, So here the title of HTML working.,1848,"[-0.06421096  0.00866261 -0.02720939 ...  0.04695459  0.02277378
  0.01334572]"
3,Basic Structure of an HTML Website,288.54,290.54, Now I will change the page again.,1849,"[-0.04141493  0.03037946 -0.0550983  ...  0.01247929 -0.01970588
  0.00429298]"
3,Basic Structure of an HTML Website,290.54,292.54," You see here, the title of the HTML installation is done.",1850,"[-0.04513793  0.00650234 -0.02198078 ...  0.03140928 -0.03059785
  0.04343133]"
3,Basic Structure of an HTML Website,292.54,294.54, So the titles keep changing.,1851,"[-0.06335083  0.01078593 -0.02623932 ... -0.00333873  0.0210946
  0.03962628]"
3,Basic Structure of an HTML Website,294.54,296.54," Along with that, as I will change it,",1852,"[-0.00282429  0.05529708 -0.02742313 ... -0.01533371 -0.00729848
 -0.00187887]"
3,Basic Structure of an HTML Website,296.54,298.54," it will keep changing, it will keep changing,",1853,"[-0.0407406   0.0467772  -0.0339718  ...  0.01699308 -0.01252177
  0.00584116]"
3,Basic Structure of an HTML Website,298.54,299.54, as you can see.,1854,"[ 0.00982381  0.05875655 -0.03386766 ... -0.01771596 -0.01411565
  0.02164103]"
3,Basic Structure of an HTML Website,299.54,300.54, Okay.,1855,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
3,Basic Structure of an HTML Website,300.54,305.54, So the title of the HTML pages doesn't just mean that you can see it here.,1856,"[-0.08221666 -0.00549474 -0.03212138 ...  0.07650356  0.02614244
  0.02316378]"
3,Basic Structure of an HTML Website,305.54,307.54, It is also very useful in SEO.,1857,"[-0.05739561  0.02727698 -0.05989744 ...  0.00595296 -0.02692264
  0.00775426]"
3,Basic Structure of an HTML Website,307.54,310.54, And they tell you what the content inside the page is.,1858,"[-0.02044123 -0.01927712 -0.06880274 ...  0.02766159 -0.00376068
 -0.02312955]"
3,Basic Structure of an HTML Website,310.54,312.54, So they describe the content of the page.,1859,"[-0.02936357 -0.01789478 -0.07027732 ...  0.04228315 -0.01161812
 -0.02598975]"
3,Basic Structure of an HTML Website,312.54,315.04, So that I know what the HTML execution is here.,1860,"[-0.04299035 -0.0027898  -0.05014453 ...  0.02561798  0.01444089
  0.02127817]"
3,Basic Structure of an HTML Website,315.04,318.04, The meaning of HTML execution is that how the HTML is being executed.,1861,"[-0.03130121 -0.00900044 -0.021988   ...  0.04171468  0.02027655
  0.00839296]"
3,Basic Structure of an HTML Website,318.04,319.04, I am being told about this page.,1862,"[-0.0255374   0.04181217 -0.08120714 ...  0.02044939  0.00925505
 -0.01304491]"
3,Basic Structure of an HTML Website,319.04,322.04, So changing the title of the page is a very good SEO practice.,1863,"[-0.08327719 -0.0009944  -0.04518232 ... -0.01055424 -0.00798397
  0.01359716]"
3,Basic Structure of an HTML Website,322.04,324.04, So we will make a website with any framework.,1864,"[ 0.00158562  0.00278844 -0.02256031 ...  0.00646233 -0.03811457
  0.04007253]"
3,Basic Structure of an HTML Website,324.04,325.04, We will keep changing the title of the page.,1865,"[-0.06756006  0.03047212 -0.03056141 ...  0.01119959 -0.01799895
  0.00983758]"
3,Basic Structure of an HTML Website,325.04,327.04, Now here the head section.,1866,"[-0.01736952  0.01130877 -0.02994878 ...  0.05558257  0.0048149
  0.01367219]"
3,Basic Structure of an HTML Website,327.04,329.04, The meta data of the page is inside the head section.,1867,"[-0.0307203  -0.03381358 -0.06172064 ...  0.06698687 -0.0182342
  0.00985041]"
3,Basic Structure of an HTML Website,329.04,330.04, Like the title is done.,1868,"[-0.00017893  0.02673273 -0.03511028 ... -0.00876056 -0.01872939
  0.02949072]"
3,Basic Structure of an HTML Website,330.04,334.04, And you can link it with any script.,1869,"[-0.05628783  0.01895218 -0.01112562 ...  0.00673988 -0.02896215
  0.05450873]"
3,Basic Structure of an HTML Website,334.04,336.04," Along with that, there are other meta tags.",1870,"[-0.05213822 -0.01226284 -0.04643342 ...  0.01927432 -0.00599855
  0.00164762]"
3,Basic Structure of an HTML Website,336.04,338.04, I will tell you about them later.,1871,"[-0.03198106  0.02386284 -0.05917091 ... -0.00679135  0.01771714
 -0.02776713]"
3,Basic Structure of an HTML Website,338.04,340.04, Meta tags basically means,1872,"[-0.04723712 -0.04306302 -0.03789552 ...  0.00876509 -0.00336801
 -0.00878223]"
3,Basic Structure of an HTML Website,340.04,342.04, how the HTML document is.,1873,"[-0.0538617   0.00475604 -0.03571458 ...  0.03420502  0.01421314
  0.02067872]"
3,Basic Structure of an HTML Website,342.04,343.04, It is told about it.,1874,"[-0.00792089  0.04312086 -0.06575371 ...  0.00740625  0.0143266
 -0.00667882]"
3,Basic Structure of an HTML Website,343.04,344.04, Keywords are added.,1875,"[-0.01702208  0.00363885 -0.03831178 ...  0.02304792  0.00902388
 -0.00360638]"
3,Basic Structure of an HTML Website,344.04,345.04, Descriptions are added.,1876,"[-0.03367192 -0.01552845 -0.06516926 ...  0.00234212 -0.01481843
  0.00154024]"
3,Basic Structure of an HTML Website,345.04,349.04, Meta description is a very important keyword for SEO.,1877,"[-0.06115409 -0.03239469 -0.04090223 ...  0.01365969  0.00048135
  0.02057808]"
3,Basic Structure of an HTML Website,349.04,352.04," Meaning, what page you can write about here.",1878,"[-0.03519761  0.02910448 -0.04688445 ...  0.01876216  0.00263841
  0.01541512]"
3,Basic Structure of an HTML Website,352.04,355.04," If you go to my website, you will find the view of the page source.",1879,"[-0.03045651 -0.02336054 -0.05045811 ... -0.00088468 -0.06195936
 -0.02235878]"
3,Basic Structure of an HTML Website,355.04,358.04, That it is a meta description tag.,1880,"[-0.06484837 -0.0385082  -0.06111551 ... -0.0022253  -0.02980715
  0.02363899]"
3,Basic Structure of an HTML Website,358.04,359.04, It is a compressed HTML.,1881,"[-0.05035953 -0.00519297 -0.04452094 ...  0.03215394 -0.01737193
  0.01848237]"
3,Basic Structure of an HTML Website,359.04,360.04, So don't get confused with it.,1882,"[-0.01590417  0.00737877 -0.07589389 ...  0.00390092  0.01575705
  0.01033592]"
3,Basic Structure of an HTML Website,360.04,363.04, But here you can see that it is a meta description tag.,1883,"[-0.05860151 -0.03708272 -0.05584545 ...  0.00119585 -0.03702842
  0.04674938]"
3,Basic Structure of an HTML Website,363.04,364.04, Which describes this page.,1884,"[-0.01208453  0.01641674 -0.08447853 ...  0.03031196  0.02462449
 -0.01913261]"
3,Basic Structure of an HTML Website,364.04,367.04," If we talk about Google, then meta description shows Google here.",1885,"[-0.06770384 -0.03843879 -0.03216517 ...  0.00667817 -0.02136958
 -0.03306677]"
3,Basic Structure of an HTML Website,367.04,371.04, Now I want to show you that the dog type HTML.,1886,"[-0.07339943 -0.00627097 -0.03006604 ...  0.04325351  0.00379904
  0.00118733]"
3,Basic Structure of an HTML Website,371.04,373.04, What happens in the head section.,1887,"[ 0.00433889  0.01386803 -0.04657749 ...  0.03940471  0.00241995
  0.02715609]"
3,Basic Structure of an HTML Website,373.04,377.04," Meta tags, title tags, script tags, link tags are also there.",1888,"[-0.07189422 -0.01753653 -0.03798851 ...  0.0333394   0.00247472
  0.00193966]"
3,Basic Structure of an HTML Website,377.04,381.04, The script tag can be added to the body.,1889,"[-0.06134859  0.00663761 -0.03924448 ... -0.00801315 -0.05442135
  0.03521778]"
3,Basic Structure of an HTML Website,381.04,383.04, And what are the differences.,1890,"[-0.01459931 -0.00701816 -0.05736027 ... -0.00060953  0.00778828
 -0.01946823]"
3,Basic Structure of an HTML Website,383.04,384.04, We will talk about it in the course.,1891,"[-0.02276343  0.02999552 -0.04823354 ... -0.00455364  0.01325044
  0.00492319]"
3,Basic Structure of an HTML Website,384.04,388.04, But here you can see that I have added CSS again.,1892,"[-0.04911179  0.00781952 -0.04208732 ... -0.00072972 -0.02043057
  0.03858148]"
3,Basic Structure of an HTML Website,388.04,391.04, Then the body is the main content of the website.,1893,"[-0.00045783  0.00305268 -0.03628373 ...  0.03833634 -0.04790167
  0.01066907]"
3,Basic Structure of an HTML Website,391.04,393.04, Which shows you on this page.,1894,"[-0.036167    0.02017408 -0.07356353 ...  0.0157348   0.00302763
 -0.01227782]"
3,Basic Structure of an HTML Website,393.04,396.04, The one that shows you on this page will be the body.,1895,"[-0.01326479  0.02733431 -0.07360791 ...  0.02867158 -0.03946989
  0.02584844]"
3,Basic Structure of an HTML Website,396.04,399.04, Whatever you put in the body will be shown here.,1896,"[-0.00480172 -0.00588961 -0.0646913  ... -0.01228329 -0.03605477
  0.04115577]"
3,Basic Structure of an HTML Website,399.04,402.04, And whatever script you put will be executed.,1897,"[-0.04448025 -0.00279397 -0.05389097 ... -0.00805396 -0.03434728
  0.07217901]"
3,Basic Structure of an HTML Website,402.04,405.04, Now by putting a script here and by putting a script in the head.,1898,"[-0.03142482  0.02521283 -0.00365092 ...  0.02728076  0.00359138
 -0.00996657]"
3,Basic Structure of an HTML Website,405.04,406.04, What will happen?,1899,"[-0.01195824  0.0430405  -0.05821543 ...  0.01292662 -0.01283552
  0.01130291]"
3,Basic Structure of an HTML Website,406.04,408.04, I will tell you in the course.,1900,"[-0.04012295  0.02757304 -0.06157486 ... -0.00936386 -0.00500764
 -0.00583938]"
3,Basic Structure of an HTML Website,408.04,411.04, But this is a basic structure of the HTML website.,1901,"[-0.02898849  0.00914276 -0.03653016 ...  0.05300659  0.00160495
  0.02848576]"
3,Basic Structure of an HTML Website,411.04,413.04, Lang is equal to en is an attribute.,1902,"[-0.00387715  0.00824223 -0.0194996  ... -0.00734028  0.00337819
  0.01525238]"
3,Basic Structure of an HTML Website,413.04,415.04, It is an attribute with any tag.,1903,"[-0.0363914  -0.00826885 -0.0371559  ... -0.00233241 -0.02909196
  0.05024778]"
3,Basic Structure of an HTML Website,415.04,416.04, Lang is equal to en.,1904,"[-0.00309759  0.00299749 -0.02324462 ... -0.00196736 -0.00295915
  0.0180723 ]"
3,Basic Structure of an HTML Website,416.04,418.04, So the value of which is en is an attribute.,1905,"[-0.02309406  0.0151646  -0.04211174 ...  0.00078071 -0.00708267
  0.03224614]"
3,Basic Structure of an HTML Website,418.04,420.04, So what values are used.,1906,"[-4.0444024e-02 -3.1326986e-03 -8.8214330e-02 ... -1.3542380e-02
  3.6037162e-02 -8.7388890e-05]"
3,Basic Structure of an HTML Website,420.04,422.04, Which is told about this tag.,1907,"[-0.0447517   0.03487922 -0.0506013  ... -0.00944498  0.00326488
  0.01667025]"
3,Basic Structure of an HTML Website,422.04,424.04, Like the name is used in the meta tag.,1908,"[-0.04625834 -0.04078522 -0.07642005 ...  0.01847269 -0.01861387
 -0.00639606]"
3,Basic Structure of an HTML Website,424.04,427.04, The name is equal to description is an attribute.,1909,"[-0.0149319  -0.01257693 -0.05554806 ...  0.01423151  0.00488402
  0.0216051 ]"
3,Basic Structure of an HTML Website,427.04,429.04, And you will hover in the VS code.,1910,"[-0.06621386  0.01304562 -0.03365691 ...  0.04939179 -0.01178377
  0.03343129]"
3,Basic Structure of an HTML Website,429.04,431.04, You will know many things about it.,1911,"[-0.01123936  0.04262857 -0.06074889 ...  0.00338832 -0.00888893
  0.04912937]"
3,Basic Structure of an HTML Website,431.04,432.04, I have hovered on the name.,1912,"[-0.0386612   0.00867751 -0.05704621 ...  0.00744606  0.00760743
  0.00402712]"
3,Basic Structure of an HTML Website,432.04,434.04, So it is telling you about this attribute.,1913,"[-0.05273073  0.01557181 -0.0615834  ...  0.01371266  0.00266362
  0.002288  ]"
3,Basic Structure of an HTML Website,434.04,436.04, Why and how it is used.,1914,"[-0.02087339  0.02205632 -0.07340307 ... -0.00049269  0.0252932
 -0.02518749]"
3,Basic Structure of an HTML Website,436.04,439.04, Now most of the content that is in the body.,1915,"[ 0.02918348  0.02244226 -0.0627781  ...  0.00861755 -0.05601751
  0.02972078]"
3,Basic Structure of an HTML Website,439.04,441.04, Mostly you will copy the HTML raw.,1916,"[-0.06038799  0.01716961 -0.0361041  ...  0.04953506 -0.00455095
  0.02199784]"
3,Basic Structure of an HTML Website,441.04,444.04, Mostly from the code with the .com website.,1917,"[-0.02110851  0.01327161 -0.03181715 ...  0.01090569  0.00589183
 -0.05261742]"
3,Basic Structure of an HTML Website,444.04,446.04, You will copy the source code here.,1918,"[-0.04657471  0.0040604  -0.04071569 ...  0.02944175 -0.0467466
 -0.00378898]"
3,Basic Structure of an HTML Website,446.04,448.04, If I talk about the forms.,1919,"[-0.04541054  0.02201132 -0.04313112 ... -0.0465501  -0.04569602
 -0.03394147]"
3,Basic Structure of an HTML Website,448.04,450.04, You will copy it in the form page of HTML.,1920,"[-0.04315896  0.02246647 -0.03584543 ...  0.05781411 -0.04955481
 -0.0003226 ]"
3,Basic Structure of an HTML Website,450.04,452.04, And you will start making your form.,1921,"[-0.0276607   0.03908287 -0.04683146 ... -0.00834577 -0.06422953
  0.02671822]"
3,Basic Structure of an HTML Website,452.04,453.04, And you will modify it.,1922,"[-0.04043173  0.04785103 -0.02583631 ... -0.00446701 -0.04398502
  0.0500956 ]"
3,Basic Structure of an HTML Website,453.04,456.04, So it is very important to copy and paste.,1923,"[-0.01928679  0.04365575 -0.02506654 ...  0.01277317 -0.01955978
  0.01146533]"
3,Basic Structure of an HTML Website,456.04,458.04, As a senior developer you should know.,1924,"[-0.03285147 -0.00172089 -0.04315853 ... -0.00202864  0.0135133
  0.00794189]"
3,Basic Structure of an HTML Website,458.04,460.04, Where to copy and paste.,1925,"[-0.02814985  0.02437602 -0.04414851 ...  0.00300764  0.00393048
 -0.01319344]"
3,Basic Structure of an HTML Website,460.04,461.04, And when to do it.,1926,"[-0.02598142  0.06978469 -0.04773634 ... -0.03288575  0.00573404
  0.00928044]"
3,Basic Structure of an HTML Website,461.04,462.04, And I am not saying it is a sarcastic.,1927,"[-0.03566321  0.02485066 -0.03836889 ... -0.01839421 -0.02052084
  0.00568991]"
3,Basic Structure of an HTML Website,462.04,464.04, I am not saying it is sarcastic.,1928,"[-0.03807907  0.01810609 -0.04590662 ... -0.01946965 -0.02327454
 -0.00187869]"
3,Basic Structure of an HTML Website,464.04,465.04, This thing will always remain the same.,1929,"[-0.03091862  0.05745592 -0.05213205 ...  0.00918364 -0.00722306
  0.03836297]"
3,Basic Structure of an HTML Website,465.04,467.04, Now you type it or copy and paste it.,1930,"[-0.02550187  0.01995    -0.02056018 ...  0.04161834 -0.01312931
 -0.02118019]"
3,Basic Structure of an HTML Website,467.04,469.04, Obviously you will prefer to copy and paste it.,1931,"[-0.02514992  0.0354957  -0.03872484 ...  0.0386877  -0.00855461
  0.00045902]"
3,Basic Structure of an HTML Website,469.04,471.04, Because this change is not going to happen.,1932,"[-0.0300163   0.05510071 -0.03224216 ...  0.00980708 -0.00755843
  0.00740854]"
3,Basic Structure of an HTML Website,471.04,472.04, The form will remain.,1933,"[-0.04988736  0.02032447 -0.05214657 ...  0.01746486 -0.05960318
  0.01435429]"
3,Basic Structure of an HTML Website,472.04,474.04, And if you copy and paste it.,1934,"[-0.04022674  0.05036903 -0.03286704 ...  0.01574007 -0.02046422
  0.00527661]"
3,Basic Structure of an HTML Website,474.04,475.04, Then your time will be saved.,1935,"[-1.6622934e-02  2.2245832e-02 -5.0766177e-02 ...  3.2199325e-05
 -3.3036795e-02  6.3699380e-04]"
3,Basic Structure of an HTML Website,475.04,477.04, Then you have to put your mind in innovation.,1936,"[-0.04700578  0.02010968 -0.00903006 ... -0.00510385 -0.03142212
  0.02445387]"
3,Basic Structure of an HTML Website,477.04,479.04, Which thing can not be copied and pasted.,1937,"[ 0.01338017  0.04269787 -0.03676937 ... -0.00244367 -0.00021065
  0.01790886]"
3,Basic Structure of an HTML Website,479.04,481.04, So you will understand it as a sigma rule.,1938,"[-0.02585498  0.01579999 -0.03029838 ... -0.00863361 -0.01412736
  0.03653771]"
3,Basic Structure of an HTML Website,481.04,483.04, That you will copy and paste.,1939,"[-0.02684852  0.03314734 -0.04961423 ...  0.01285801 -0.02418727
  0.00658034]"
3,Basic Structure of an HTML Website,483.04,485.04, Which is to be copied and pasted.,1940,"[-0.00932052  0.0463426  -0.0358361  ...  0.01340507  0.01076278
  0.00522361]"
3,Basic Structure of an HTML Website,485.04,487.04, And where you have to put your mind in innovation.,1941,"[-0.04852739  0.02689453 -0.02503598 ... -0.02006052 -0.02343368
  0.0314089 ]"
3,Basic Structure of an HTML Website,487.04,488.04, That can not be copied and pasted.,1942,"[ 0.00784526  0.05202455 -0.00949942 ...  0.02114789 -0.00054323
  0.02661378]"
3,Basic Structure of an HTML Website,488.04,490.04, So you will save your time and put your mind in innovation.,1943,"[-0.03175962  0.00804585 -0.03071799 ... -0.02530884 -0.04564443
 -0.0211721 ]"
3,Basic Structure of an HTML Website,492.04,495.04, The most important part of being a senior software developer.,1944,"[-0.03632864  0.00667986 -0.03292121 ...  0.00902272 -0.02439529
  0.01215199]"
3,Basic Structure of an HTML Website,495.04,497.04, Is to where to copy and paste from.,1945,"[-0.03639341  0.03074855 -0.04163951 ... -0.01100781  0.00929818
 -0.02504888]"
3,Basic Structure of an HTML Website,497.04,499.04, Which stack overflow question to copy and paste from.,1946,"[ 0.02162133  0.00622004 -0.05111295 ... -0.01389825  0.05317103
 -0.01389043]"
3,Basic Structure of an HTML Website,499.04,501.04, And how to paste it from.,1947,"[-0.03511699  0.03391363 -0.04066712 ...  0.00051956 -0.00212744
 -0.02848117]"
3,Basic Structure of an HTML Website,501.04,502.04, Where copyright code was there.,1948,"[-0.0403701  -0.01606659 -0.04837133 ...  0.02064646  0.01416256
  0.02205124]"
3,Basic Structure of an HTML Website,502.04,504.04," 2024, 2026.",1949,"[-0.04672028  0.05109692 -0.01319775 ...  0.01650521 -0.00243458
 -0.00064581]"
3,Basic Structure of an HTML Website,504.04,505.04, Whatever you understand.,1950,"[ 0.00364991  0.0212349  -0.04346592 ... -0.02753727 -0.02395265
  0.04549545]"
3,Basic Structure of an HTML Website,505.04,507.04, This is my copyright statement.,1951,"[-0.04496108  0.00724724 -0.04621678 ... -0.01263712 -0.00703153
  0.00174639]"
3,Basic Structure of an HTML Website,507.04,509.04, But this statement is very bad.,1952,"[-0.02141594  0.05281911 -0.03529662 ... -0.03331898 -0.01245552
  0.00221739]"
3,Basic Structure of an HTML Website,509.04,511.04, Now I will tell you about a technique.,1953,"[-0.04760001  0.01957765 -0.0739725  ... -0.01696102 -0.01580639
 -0.01912285]"
3,Basic Structure of an HTML Website,511.04,513.04, From which you will develop this website.,1954,"[-0.04159318  0.02224885 -0.05148441 ...  0.02600643 -0.00506835
 -0.00254551]"
3,Basic Structure of an HTML Website,513.04,514.04, Whatever we develop here.,1955,"[-0.01091149  0.02103422 -0.03889777 ... -0.01981956  0.01295684
  0.04331325]"
3,Basic Structure of an HTML Website,514.04,516.04, You will be able to see in this mobile.,1956,"[-0.03947287  0.01362505 -0.04535578 ...  0.02298205 -0.0305625
 -0.0041976 ]"
3,Basic Structure of an HTML Website,516.04,518.04, Now listen to the steps carefully.,1957,"[ 0.01003129  0.0165671  -0.07612062 ... -0.00927273 -0.02015467
  0.0255756 ]"
3,Basic Structure of an HTML Website,518.04,519.04, Right click.,1958,"[-0.05831314  0.00778478 -0.04441719 ... -0.00839252 -0.02772628
 -0.03653611]"
3,Basic Structure of an HTML Website,519.04,520.04, Open the terminal.,1959,"[-0.04357477  0.01888039 -0.04299755 ...  0.00702442 -0.03357517
 -0.03577058]"
3,Basic Structure of an HTML Website,520.04,521.04, And write IPConfig.,1960,"[-0.04237384  0.01439466 -0.00859178 ...  0.01836826  0.01256946
 -0.014255  ]"
3,Basic Structure of an HTML Website,521.04,522.04, If you are in the old version.,1961,"[-0.02668785  0.02160516 -0.07076298 ... -0.01089079 -0.0270425
  0.01150323]"
3,Basic Structure of an HTML Website,522.04,524.04, Then you can open command prompt or power shell.,1962,"[-0.02639165  0.01799685 -0.03061319 ...  0.00134955 -0.02585318
 -0.01045321]"
3,Basic Structure of an HTML Website,524.04,526.04, When you enter the IPConfig.,1963,"[-0.03455021 -0.00290077 -0.04304292 ... -0.00483231  0.03735707
 -0.00585213]"
3,Basic Structure of an HTML Website,526.04,527.04, You will see here.,1964,"[-0.01253724  0.02128192 -0.0343091  ...  0.0347011  -0.01645051
  0.02894919]"
3,Basic Structure of an HTML Website,527.04,529.04, IPv4 address you will get to see.,1965,"[-0.02776312  0.04986009 -0.03406987 ...  0.00117165 -0.00794343
  0.02483701]"
3,Basic Structure of an HTML Website,529.04,531.04, 192.168.1.199.,1966,"[-0.04611849  0.02885473 -0.01348898 ...  0.01455235  0.01502302
 -0.00149665]"
3,Basic Structure of an HTML Website,531.04,533.04, Now I will copy this IP address.,1967,"[-0.05293591  0.04952569 -0.02830523 ...  0.00288866 -0.00461063
 -0.00248607]"
3,Basic Structure of an HTML Website,533.04,535.04, I will copy this IPv4 address.,1968,"[-0.04658147  0.06231018 -0.02076351 ... -0.00350044 -0.00873952
  0.02905112]"
3,Basic Structure of an HTML Website,535.04,537.04, And I will write in my settings.,1969,"[-0.03546924  0.02628566 -0.05664306 ... -0.01392305 -0.01291585
 -0.0105738 ]"
3,Basic Structure of an HTML Website,537.04,539.04, Live preview.,1970,"[-0.02520049  0.01254782 -0.04235169 ... -0.019624    0.02016696
 -0.02268778]"
3,Basic Structure of an HTML Website,539.04,541.04, Local IPhost address to host.,1971,"[-0.018815    0.03467197 -0.01737493 ... -0.00436531  0.00171297
 -0.02416831]"
3,Basic Structure of an HTML Website,541.04,543.04, This is written on the local IPhost address to host.,1972,"[-0.01067798  0.04758549 -0.01987932 ...  0.01054799  0.00910275
 -0.01879352]"
3,Basic Structure of an HTML Website,543.04,544.04, This is written.,1973,"[-0.02196705  0.05103317 -0.02870811 ...  0.0375344  -0.00387673
  0.0191957 ]"
