number,title,start,end,text
1,Installing VS Code & How Websites Work,1430.5,1432.5, You can move ahead.
1,Installing VS Code & How Websites Work,1432.5,1437.5," In the future, I will tell you about the impact of chat GPT and web development."
1,Installing VS Code & How Websites Work,1437.5,1439.5," So, we will talk about this."
1,Installing VS Code & How Websites Work,1439.5,1440.5, You are tuned.
1,Installing VS Code & How Websites Work,1440.5,1442.5," So, don't run behind perfection."
1,Installing VS Code & How Websites Work,1442.5,1443.5, Take HTML and CSS.
1,Installing VS Code & How Websites Work,1443.5,1445.5, Don't think that I will do HTML for a year.
1,Installing VS Code & How Websites Work,1445.5,1447.5, I will do CSS for the next year.
1,Installing VS Code & How Websites Work,1447.5,1448.5, I will do JavaScript for the next 30 years.
1,Installing VS Code & How Websites Work,1448.5,1450.5, I will make projects for the next 14 years.
1,Installing VS Code & How Websites Work,1450.5,1451.5, Don't think that.
1,Installing VS Code & How Websites Work,1451.5,1452.5, Do HTML.
1,Installing VS Code & How Websites Work,1452.5,1453.5, 80%
1,Installing VS Code & How Websites Work,1453.5,1455.5, CSS is 40-60%
1,Installing VS Code & How Websites Work,1455.5,1457.5, And JavaScript is 50-70%
1,Installing VS Code & How Websites Work,1457.5,1460.5, You can learn and make a great website.
1,Installing VS Code & How Websites Work,1460.5,1462.5," And as you keep making websites,"
1,Installing VS Code & How Websites Work,1462.5,1466.5," your experience will teach you more HTML, CSS, and JavaScript."
1,Installing VS Code & How Websites Work,1466.5,1470.5," And you won't know that you have perfected HTML, CSS, and JavaScript."
1,Installing VS Code & How Websites Work,1470.5,1474.5," While you are making money and working as a professional web developer,"
1,Installing VS Code & How Websites Work,1474.5,1478.5, you will be earning along with learning.
1,Installing VS Code & How Websites Work,1478.5,1480.5, And you will be moving ahead with your skills.
1,Installing VS Code & How Websites Work,1480.5,1483.5, Don't think that I will remember all the HTML tags.
1,Installing VS Code & How Websites Work,1483.5,1484.5, I will make a website.
1,Installing VS Code & How Websites Work,1484.5,1485.5, I will remember all the CSS properties.
1,Installing VS Code & How Websites Work,1485.5,1486.5, I will make a website.
1,Installing VS Code & How Websites Work,1486.5,1487.5, I will make a website.
1,Installing VS Code & How Websites Work,1487.5,1489.5, I will teach you this much.
1,Installing VS Code & How Websites Work,1489.5,1491.5, I will teach you only that much.
1,Installing VS Code & How Websites Work,1491.5,1493.5, We are going to learn what matters.
1,Installing VS Code & How Websites Work,1493.5,1495.5, I don't want you to learn for years.
1,Installing VS Code & How Websites Work,1495.5,1497.5, That's why I designed this course.
1,Installing VS Code & How Websites Work,1497.5,1500.5, So that you can learn only what matters.
1,Installing VS Code & How Websites Work,1500.5,1502.5, You will learn from practice.
1,Installing VS Code & How Websites Work,1502.5,1504.5, I will teach you a lot of things in this course.
1,Installing VS Code & How Websites Work,1504.5,1507.5, There are 2-4 mosquitoes to learn about the development of the web.
1,Installing VS Code & How Websites Work,1507.5,1508.5, Which is good.
1,Installing VS Code & How Websites Work,1508.5,1509.5, Our audience is growing.
1,Installing VS Code & How Websites Work,1509.5,1513.5," In this course, we will learn HTML, CSS, and JavaScript."
1,Installing VS Code & How Websites Work,1513.5,1515.5, I will tell you about the tricks in this course.
1,Installing VS Code & How Websites Work,1515.5,1517.5, You won't have heard about it.
1,Installing VS Code & How Websites Work,1517.5,1519.5, I have learned about the different points in my career.
1,Installing VS Code & How Websites Work,1519.5,1521.5, I will tell you about it in a course.
1,Installing VS Code & How Websites Work,1521.5,1525.5, I have learned a lot of tricks in my career.
1,Installing VS Code & How Websites Work,1525.5,1528.5, I want you to learn all the tricks from the beginning.
1,Installing VS Code & How Websites Work,1528.5,1531.5," If you have any doubts in the coming videos,"
1,Installing VS Code & How Websites Work,1531.5,1536.5, then you can use the hashtag doubt and ask your doubts.
1,Installing VS Code & How Websites Work,1536.5,1538.5, I am going to try to answer all the doubts.
1,Installing VS Code & How Websites Work,1538.5,1539.5, I will try.
1,Installing VS Code & How Websites Work,1539.5,1542.5, I will try my best to solve your doubts.
1,Installing VS Code & How Websites Work,1542.5,1544.5," So if you have any questions, technical questions,"
1,Installing VS Code & How Websites Work,1544.5,1546.5, then please ask the hashtag doubt.
1,Installing VS Code & How Websites Work,1546.5,1551.5, Please write the hashtag doubt in the comments.
1,Installing VS Code & How Websites Work,1551.5,1556.5, So that I can prioritize the comments of the hashtag doubt.
1,Installing VS Code & How Websites Work,1556.5,1559.5, I will try to answer all the doubts as much as I can.
1,Installing VS Code & How Websites Work,1559.5,1562.5, You will learn everything in this course.
1,Installing VS Code & How Websites Work,1562.5,1564.5, So like this course.
1,Installing VS Code & How Websites Work,1564.5,1567.5," If you haven't done it yet, then do smile on my face."
1,Installing VS Code & How Websites Work,1567.5,1570.5," Now what is the react, next gs, angular."
1,Installing VS Code & How Websites Work,1571.5,1576.5, So these front end frameworks help you to use JavaScript.
1,Installing VS Code & How Websites Work,1576.5,1579.5, HTML CSS is a website.
1,Installing VS Code & How Websites Work,1579.5,1581.5, It helps you to make the process faster.
1,Installing VS Code & How Websites Work,1581.5,1582.5, How?
1,Installing VS Code & How Websites Work,1582.5,1584.5, We will learn it in this course.
1,Installing VS Code & How Websites Work,1584.5,1586.5, We will learn it in this course.
1,Installing VS Code & How Websites Work,1586.5,1589.5, I told you that I will make this course completely different.
1,Installing VS Code & How Websites Work,1589.5,1593.5, I will make you to take you from zero to hero in web development.
1,Installing VS Code & How Websites Work,1593.5,1595.5, Take your seat and tie it.
1,Installing VS Code & How Websites Work,1595.5,1598.5, Because you have taken the ticket of Sigma Web Development Express.
1,Installing VS Code & How Websites Work,1598.5,1602.5, I want to give you a good analogy to teach HTML CSS and JavaScript.
1,Installing VS Code & How Websites Work,1602.5,1604.5, HTML is like car skeleton.
1,Installing VS Code & How Websites Work,1604.5,1608.5," If you paint CSS in it and it is in internal engine car,"
1,Installing VS Code & How Websites Work,1608.5,1610.5, then it is JavaScript.
1,Installing VS Code & How Websites Work,1610.5,1614.5," For example, a skeleton is HTML."
1,Installing VS Code & How Websites Work,1614.5,1617.5," If you have skin, then CSS."
1,Installing VS Code & How Websites Work,1617.5,1621.5, And brain is like a nervous system.
1,Installing VS Code & How Websites Work,1621.5,1624.5, Now I will take you to phobes.com.
1,Installing VS Code & How Websites Work,1624.5,1628.5," If you go to phobes, then a website is opened here."
1,Installing VS Code & How Websites Work,1628.5,1633.5, And phobes.com is a website that uses HTML CSS and JavaScript.
1,Installing VS Code & How Websites Work,1633.5,1635.5, Like a different website.
1,Installing VS Code & How Websites Work,1635.5,1640.5," If I click on right click, then the inspect element is opened."
1,Installing VS Code & How Websites Work,1640.5,1644.5," Now look here, they have used script in the head."
1,Installing VS Code & How Websites Work,1644.5,1648.5, And here they have used link to add CSS.
1,Installing VS Code & How Websites Work,1648.5,1652.5," So what I will do here is, I will remove the CSS from here."
1,Installing VS Code & How Websites Work,1652.5,1654.5," So what I will do to remove CSS,"
1,Installing VS Code & How Websites Work,1654.5,1659.5, I will clear all the style tags and all of them using delete key.
1,Installing VS Code & How Websites Work,1659.5,1664.5," So as soon as I remove all the style tags and all the link tags,"
1,Installing VS Code & How Websites Work,1664.5,1668.5," As soon as I have read all their style sheets, look at the state of this page."
1,Installing VS Code & How Websites Work,1668.5,1670.5, This page is showing something like this.
1,Installing VS Code & How Websites Work,1670.5,1672.5, It is just raw HTML.
1,Installing VS Code & How Websites Work,1672.5,1674.5," What size should be of images, how should images be of images,"
1,Installing VS Code & How Websites Work,1674.5,1676.5, I have forgotten all this.
1,Installing VS Code & How Websites Work,1676.5,1679.5," And only raw HTML is written here, which is not styled at all."
1,Installing VS Code & How Websites Work,1679.5,1682.5, So phobes.com is looking like this without CSS.
1,Installing VS Code & How Websites Work,1682.5,1685.5," Without CSS, it is showing only raw buttons,"
1,Installing VS Code & How Websites Work,1685.5,1689.5," raw text, raw links."
1,Installing VS Code & How Websites Work,1689.5,1692.5," And similarly, I can remove the script accent here"
1,Installing VS Code & How Websites Work,1692.5,1694.5, to see without JavaScript's website.
1,Installing VS Code & How Websites Work,1694.5,1697.5," Now if I delete the HTML tag of this page,"
1,Installing VS Code & How Websites Work,1697.5,1700.5," like this, I have deleted the head from it,"
1,Installing VS Code & How Websites Work,1700.5,1702.5," I have deleted all of them, so it has become a blank page."
1,Installing VS Code & How Websites Work,1702.5,1704.5," That is, without HTML, this is not even a status."
1,Installing VS Code & How Websites Work,1704.5,1708.5," So this is the role of HTML, CSS and JavaScript to make a web page."
1,Installing VS Code & How Websites Work,1708.5,1711.5," I would like to tell you that this course was initially made to be paid,"
1,Installing VS Code & How Websites Work,1711.5,1714.5, but I changed my mode and converted it to free course.
1,Installing VS Code & How Websites Work,1714.5,1718.5," And I thought I would put it on YouTube, so I want you all to be serious."
1,Installing VS Code & How Websites Work,1718.5,1721.5, Many people have reached out to me to launch this course paid course.
1,Installing VS Code & How Websites Work,1721.5,1723.5, There are many big companies there.
1,Installing VS Code & How Websites Work,1723.5,1725.5," But I was getting a voice from the heart, this course should be free."
1,Installing VS Code & How Websites Work,1725.5,1727.5," Because when I learnt web development, I can understand that"
1,Installing VS Code & How Websites Work,1727.5,1730.5," when you don't have a course to learn well,"
1,Installing VS Code & How Websites Work,1730.5,1733.5," and you don't have the affordability to buy a paid course,"
1,Installing VS Code & How Websites Work,1733.5,1737.5, then I can understand and I decided that there was a Sigma web development course.
1,Installing VS Code & How Websites Work,1737.5,1739.5, It should be launched absolutely free.
1,Installing VS Code & How Websites Work,1739.5,1741.5," This course is free, but it is free of charge."
1,Installing VS Code & How Websites Work,1741.5,1744.5," As you all will earn crores in the coming time,"
1,Installing VS Code & How Websites Work,1744.5,1748.5," you all will give me tea, coffee, parties and all the gifts."
1,Installing VS Code & How Websites Work,1748.5,1750.5, This is our agreement in this video.
1,Installing VS Code & How Websites Work,1750.5,1753.5," So when you start earning crores, you start earning lakhs,"
1,Installing VS Code & How Websites Work,1753.5,1755.5, then just send me a green leaf or red leaf.
1,Installing VS Code & How Websites Work,1755.5,1758.5," But you have to be careful when you start earning well,"
1,Installing VS Code & How Websites Work,1758.5,1760.5, only after you start earning good.
1,Installing VS Code & How Websites Work,1760.5,1762.5," So, while keeping the joke aside, in the next video, I will tell you"
1,Installing VS Code & How Websites Work,1762.5,1766.5, how you can earn money by completing this course.
1,Installing VS Code & How Websites Work,1766.5,1767.5, But I will add light.
1,Installing VS Code & How Websites Work,1767.5,1770.5," This is also an important day. Come on, how will you earn money?"
1,Installing VS Code & How Websites Work,1770.5,1772.5, That is also important.
1,Installing VS Code & How Websites Work,1772.5,1774.5," Personally, I do freelancing like this."
1,Installing VS Code & How Websites Work,1774.5,1775.5, How do clients come?
1,Installing VS Code & How Websites Work,1775.5,1777.5, I will tell you everything in this course.
1,Installing VS Code & How Websites Work,1777.5,1779.5, I want to tell you some action items.
1,Installing VS Code & How Websites Work,1779.5,1782.5, The first action item is that you should access the playlist of this course.
1,Installing VS Code & How Websites Work,1782.5,1784.5, I will give it in the description.
1,Installing VS Code & How Websites Work,1784.5,1786.5, Everyone should bookmark the playlist.
1,Installing VS Code & How Websites Work,1786.5,1788.5, Press the star button here to open the playlist.
1,Installing VS Code & How Websites Work,1788.5,1790.5, Press the star button to bookmark.
1,Installing VS Code & How Websites Work,1790.5,1792.5, And there is a save button in the playlist.
1,Installing VS Code & How Websites Work,1792.5,1794.5, Many of you have said that the course is paid.
1,Installing VS Code & How Websites Work,1794.5,1795.5, We will also buy it.
1,Installing VS Code & How Websites Work,1795.5,1797.5, Thank you so much for all the support.
1,Installing VS Code & How Websites Work,1797.5,1800.5, I am sure you all love me.
1,Installing VS Code & How Websites Work,1800.5,1801.5, I am very proud of that.
1,Installing VS Code & How Websites Work,1801.5,1803.5, But this course is going to be free.
1,Installing VS Code & How Websites Work,1803.5,1805.5, No technical issues should come.
1,Installing VS Code & How Websites Work,1805.5,1809.5, I am putting these videos in the resolution of 1080p.
1,Installing VS Code & How Websites Work,1809.5,1811.5," So, you should give it very clearly."
1,Installing VS Code & How Websites Work,1811.5,1814.5, But all of you say that the video is in SD.
1,Installing VS Code & How Websites Work,1814.5,1816.5," It is in 240p, it is in 144p."
1,Installing VS Code & How Websites Work,1816.5,1817.5, You all watch Bali's Wadhu.
1,Installing VS Code & How Websites Work,1817.5,1819.5, You finish your mobile's Jio's internet.
1,Installing VS Code & How Websites Work,1819.5,1821.5, You watch Bali's Wadhu from morning till evening.
1,Installing VS Code & How Websites Work,1821.5,1824.5, And you ask me that these videos are not HD.
1,Installing VS Code & How Websites Work,1824.5,1825.5, Some Nagar Pali's Kublao.
1,Installing VS Code & How Websites Work,1825.5,1829.5," So, I hope that you all have understood the request in this video."
1,Installing VS Code & How Websites Work,1829.5,1830.5, What is the response?
1,Installing VS Code & How Websites Work,1830.5,1832.5, How do these websites work?
1,Installing VS Code & How Websites Work,1832.5,1834.5, We got a basic idea.
1,Installing VS Code & How Websites Work,1834.5,1836.5, How does client-server interaction work?
1,Installing VS Code & How Websites Work,1836.5,1840.5," In the upcoming videos, we will see how the website is made."
1,Installing VS Code & How Websites Work,1840.5,1843.5, We are going to make our first website in the next video.
1,Installing VS Code & How Websites Work,1843.5,1845.5," So, you should be very excited."
1,Installing VS Code & How Websites Work,1845.5,1848.5, Because our first website is going to be in the next video.
1,Installing VS Code & How Websites Work,1848.5,1851.5, And it might be the first website of some of you.
1,Installing VS Code & How Websites Work,1851.5,1852.5," So, access the playlist."
1,Installing VS Code & How Websites Work,1852.5,1854.5, Thank you so much guys for watching this video.
1,Installing VS Code & How Websites Work,1854.5,1857.5, And I will see you next time.
1,Installing VS Code & How Websites Work,1878.5,1879.5, Bye.
2,Your First HTML Website,0.0,2.64," In the last video, you guys gave me a lot of love."
2,Your First HTML Website,2.64,5.04, It's my pleasure to keep this course free.
2,Your First HTML Website,5.04,6.7, A like is a must for this free course.
2,Your First HTML Website,6.7,8.46," You know, when I started web development,"
2,Your First HTML Website,8.46,10.8, this quality was not comprehensive course.
2,Your First HTML Website,10.8,13.5," Forget free or paid, it was not such course."
2,Your First HTML Website,13.5,15.6, So I can understand that being free of this course
2,Your First HTML Website,15.6,17.7, is so important for some people.
2,Your First HTML Website,17.7,20.04," And trust me, I live up to the expectations."
2,Your First HTML Website,20.04,21.7," With that said, like this video"
2,Your First HTML Website,21.7,24.44, because we are going to make our first website in this video.
2,Your First HTML Website,24.44,28.94," In this video, I am going to order iPhone 15 Pro Max."
2,Your First HTML Website,28.94,31.900000000000002, And you will see how it is in the next video.
2,Your First HTML Website,31.900000000000002,35.300000000000004," For many of you, this will be your first website in your life."
2,Your First HTML Website,35.300000000000004,36.6, So it's going to be very fun.
2,Your First HTML Website,36.6,38.0," You guys are excited, right?"
2,Your First HTML Website,38.0,39.400000000000006, Write in the comments. I am excited.
2,Your First HTML Website,39.400000000000006,42.900000000000006, And I will hurt all the comments that I am excited about.
2,Your First HTML Website,42.900000000000006,43.5, I will give my heart.
2,Your First HTML Website,43.5,45.400000000000006," In this video, we will learn to link an HTML website"
2,Your First HTML Website,45.400000000000006,47.900000000000006, with CSS and JavaScript.
2,Your First HTML Website,47.900000000000006,50.14," Along with that, in this video, I am going to give you guys"
2,Your First HTML Website,50.14,53.2," notes, cheat sheet and many other resources."
2,Your First HTML Website,53.2,55.1, I will tell you guys some of the such techniques
2,Your First HTML Website,55.1,56.84, which I have learned in years.
2,Your First HTML Website,56.900000000000006,60.900000000000006, And we will literally do 10x speed of your web development.
2,Your First HTML Website,60.900000000000006,64.4, We will also see in this video how to make our VS Code awesome.
2,Your First HTML Website,64.4,67.4, That your VS Code screen will look killer.
2,Your First HTML Website,67.4,70.4," In this video, I will also tell you how to earn money"
2,Your First HTML Website,70.4,71.9, from web development.
2,Your First HTML Website,71.9,73.9, So let's start with full energy.
2,Your First HTML Website,73.9,75.4, Let's roll the intro.
2,Your First HTML Website,75.4,84.4, Music
2,Your First HTML Website,84.4,87.4," Alright guys, so we have come to our computer screen."
2,Your First HTML Website,87.4,89.4," Before we move on to the video, I would like to tell you"
2,Your First HTML Website,89.4,91.4, that you should access this playlist.
2,Your First HTML Website,91.4,93.4," Secondly, we are very close to 5 million subscribers."
2,Your First HTML Website,93.4,96.4," So if you haven't subscribed yet, do it."
2,Your First HTML Website,96.4,99.4," In today's video, we are going to make our first website"
2,Your First HTML Website,99.4,101.4, as I already told you.
2,Your First HTML Website,101.4,103.4, So the first thing we will do is
2,Your First HTML Website,103.4,105.4, to customize our VS Code.
2,Your First HTML Website,105.4,107.4, So this is the folder in which we started
2,Your First HTML Website,107.4,109.4, our web development series.
2,Your First HTML Website,109.4,111.4, Now I want to give you guys the source code
2,Your First HTML Website,111.4,113.4, of this web development series.
2,Your First HTML Website,113.4,115.4, So I will configure the Git.
2,Your First HTML Website,115.4,117.4," For you guys, it is not necessary to know"
2,Your First HTML Website,117.4,119.4, about Git at all.
2,Your First HTML Website,119.4,121.4, But I will fire the GitHub desktop.
2,Your First HTML Website,121.4,123.4, And here I will add
2,Your First HTML Website,123.4,125.4, a new repository.
2,Your First HTML Website,125.4,127.4, I will click on add.
2,Your First HTML Website,127.4,129.4, I will click on create new repository.
2,Your First HTML Website,129.4,131.4, I will name it.
2,Your First HTML Website,131.4,133.4, I will name it Sigma Web Dev Course.
2,Your First HTML Website,133.4,135.4, And this is our folder.
2,Your First HTML Website,135.4,137.4, So I will select this folder.
2,Your First HTML Website,137.4,139.4, Initialize this repository with
2,Your First HTML Website,139.4,141.4, GridMe. And here I will write
2,Your First HTML Website,141.4,143.4, source code for Sigma Web Development Course.
2,Your First HTML Website,143.4,145.4, I will click on create repository.
2,Your First HTML Website,145.4,147.4, This will make our repository
2,Your First HTML Website,147.4,149.4, which is called Sigma Web Dev Course.
2,Your First HTML Website,149.4,151.4, The first relevant things from the first video
2,Your First HTML Website,151.4,153.4, I will put them here.
2,Your First HTML Website,153.4,155.4, These were the files. The first relevant
2,Your First HTML Website,155.4,157.4, from the first video. So I will name it
2,Your First HTML Website,157.4,159.4, Video1. Right Click New Folder.
2,Your First HTML Website,159.4,161.4, I will name it Video1.
2,Your First HTML Website,161.4,163.4, And I will move these files in Video1 folder.
2,Your First HTML Website,163.4,165.4, I am not pushing this video on all the
2,Your First HTML Website,165.4,167.4, Git. You can use your sample videos.
2,Your First HTML Website,167.4,169.4, So now I will update
2,Your First HTML Website,169.4,171.4, the source code here.
2,Your First HTML Website,171.4,173.4, And I will push it on the Git.
2,Your First HTML Website,173.4,175.4, How to push it on the Git.
2,Your First HTML Website,175.4,177.4, You guys don't need to learn this.
2,Your First HTML Website,177.4,179.4, But this procedure is very simple.
2,Your First HTML Website,179.4,181.4, I will tell you why I use Git.
2,Your First HTML Website,181.4,183.4, I will tell you why I use Git.
2,Your First HTML Website,183.4,185.4, We use the general coders.
2,Your First HTML Website,185.4,187.4, When they have to
2,Your First HTML Website,187.4,189.4, collaborate with other people.
2,Your First HTML Website,189.4,191.4, So what will happen is that you
2,Your First HTML Website,191.4,193.4, will work with many programmers.
2,Your First HTML Website,193.4,195.4, And those programmers will collaborate
2,Your First HTML Website,195.4,197.4, with your source code.
2,Your First HTML Website,197.4,199.4, And to do this kind of collaboration
2,Your First HTML Website,199.4,201.4, they will also push some code.
2,Your First HTML Website,201.4,203.4, You will also push some code.
2,Your First HTML Website,203.4,205.4, Maybe a person is editing a file.
2,Your First HTML Website,205.4,207.4, If a person is editing another file.
2,Your First HTML Website,207.4,209.4, So here the GitHub is used.
2,Your First HTML Website,209.4,211.4, And what is GitHub Desktop?
2,Your First HTML Website,211.4,213.4, GitHub Desktop is a utility to use Git.
2,Your First HTML Website,213.4,215.4," In Git and GitHub, the difference is that"
2,Your First HTML Website,215.4,217.4, GitHub is a Microsoft owned company.
2,Your First HTML Website,217.4,219.4, Which is used to use Git.
2,Your First HTML Website,219.4,221.4, Repositories help you to
2,Your First HTML Website,221.4,223.4, host on your web interface.
2,Your First HTML Website,223.4,225.4, In the upcoming videos about Git
2,Your First HTML Website,225.4,227.4, I will tell you more.
2,Your First HTML Website,227.4,229.4, But I am pushing this repository on
2,Your First HTML Website,229.4,231.4, the code with the GitHub account.
2,Your First HTML Website,231.4,233.4, The link in the description
2,Your First HTML Website,233.4,235.4, will be given to the repository.
2,Your First HTML Website,235.4,237.4, So as soon as I give you the links.
2,Your First HTML Website,237.4,239.4, You will get the code if you follow it.
2,Your First HTML Website,239.4,241.4, And I will talk about it.
2,Your First HTML Website,241.4,243.4, I am making this video course
2,Your First HTML Website,243.4,245.4, so I will click on the Publisher repository.
2,Your First HTML Website,245.4,247.4, The code will sink
2,Your First HTML Website,247.4,249.4, from the GitHub account.
2,Your First HTML Website,249.4,251.4, So the code that I am going to upload
2,Your First HTML Website,251.4,253.4, will go to the GitHub account
2,Your First HTML Website,253.4,255.4, and it will sink.
2,Your First HTML Website,255.4,257.4, The changes that will be there.
2,Your First HTML Website,257.4,259.4, If someone has changed it.
2,Your First HTML Website,259.4,261.4, I can pull it here.
2,Your First HTML Website,261.4,263.4, I will teach you all this.
2,Your First HTML Website,263.4,265.4, I will dedicate a video to Git.
2,Your First HTML Website,265.4,267.4, Don't worry. I did this
2,Your First HTML Website,267.4,269.4, so that I can give you the code.
2,Your First HTML Website,269.4,271.4, I will make a video 2 folder.
2,Your First HTML Website,271.4,273.4, I will go inside.
2,Your First HTML Website,273.4,275.4, I will click on Shift and open with VS Code.
2,Your First HTML Website,275.4,277.4, So here it is open with code.
2,Your First HTML Website,277.4,279.4, You will get this option.
2,Your First HTML Website,279.4,281.4, As I have told you.
2,Your First HTML Website,281.4,283.4, If you have changed it.
2,Your First HTML Website,283.4,285.4, And you have not checked it.
2,Your First HTML Website,285.4,287.4, You can have a problem.
2,Your First HTML Website,287.4,289.4, We will dismiss it.
2,Your First HTML Website,289.4,291.4, I will make the file here.
2,Your First HTML Website,291.4,293.4, I will make the index.
2,Your First HTML Website,293.4,295.4, That file will be made here.
2,Your First HTML Website,295.4,297.4, So you all know about it.
2,Your First HTML Website,297.4,299.4, I know a lot of intermediate people here.
2,Your First HTML Website,299.4,301.4, We already know all this.
2,Your First HTML Website,301.4,303.4, But I am making this code.
2,Your First HTML Website,303.4,305.4, So that all beginners can follow along.
2,Your First HTML Website,305.4,307.4, So I will make it here from 3 files.
2,Your First HTML Website,307.4,309.4, I made the index.html here.
2,Your First HTML Website,309.4,311.4, The second file I am going to make is style.css.
2,Your First HTML Website,311.4,313.4, And the third file I am going to make is script.js.
2,Your First HTML Website,313.4,315.4, And the name of these files can be anything.
2,Your First HTML Website,315.4,317.4, But I just want to keep these files self-explanatory.
2,Your First HTML Website,317.4,319.4, So that they can see the name and know what they are doing.
2,Your First HTML Website,319.4,321.4, Index.html file.
2,Your First HTML Website,321.4,323.4, Script.js.
2,Your First HTML Website,323.4,325.4, Java script file.
2,Your First HTML Website,325.4,327.4, Style.css.
2,Your First HTML Website,327.4,329.4, So I made these 3 files here.
2,Your First HTML Website,329.4,331.4, I will go to index.html and put the exclamation mark.
2,Your First HTML Website,331.4,333.4, And as soon as I put the exclamation mark.
2,Your First HTML Website,333.4,335.4, You see this code is here.
2,Your First HTML Website,335.4,337.4, I will click on view word wrap.
2,Your First HTML Website,337.4,339.4, So that you can see the code.
2,Your First HTML Website,339.4,341.4, The horizontal scroll bar is removed from the word wrap.
2,Your First HTML Website,341.4,343.4, I checked the word wrap.
2,Your First HTML Website,343.4,345.4, So here you all see.
2,Your First HTML Website,345.4,347.4, That we will understand this code.
2,Your First HTML Website,347.4,349.4, But for now you can understand that this code.
2,Your First HTML Website,349.4,351.4, This code.
2,Your First HTML Website,351.4,353.4, This code.
2,Your First HTML Website,353.4,355.4, We will use it to make a website.
2,Your First HTML Website,355.4,357.4, Now let's go to the extension tab of VS Code.
2,Your First HTML Website,357.4,359.4, Extensions.
2,Your First HTML Website,359.4,361.4, They are used to enhance the functionality of VS Code.
2,Your First HTML Website,361.4,363.4, We use extensions.
2,Your First HTML Website,363.4,365.4, We use them to make VS Code better.
2,Your First HTML Website,365.4,367.4, We use extensions.
2,Your First HTML Website,367.4,369.4, We use extensions.
2,Your First HTML Website,369.4,371.4, We write code to help us.
2,Your First HTML Website,371.4,373.4, We use extensions.
2,Your First HTML Website,373.4,375.4, So which extension we will use.
2,Your First HTML Website,375.4,377.4, I will put it first.
2,Your First HTML Website,377.4,379.4, Some extensions.
2,Your First HTML Website,379.4,381.4, So that our VS Code will become killer.
2,Your First HTML Website,381.4,383.4, If your friends have seen it.
2,Your First HTML Website,383.4,385.4, So what I will do now.
2,Your First HTML Website,385.4,387.4, VS Code Icons.
2,Your First HTML Website,387.4,389.4, Okay.
2,Your First HTML Website,389.4,391.4, There is an extension called VS Code Icons.
2,Your First HTML Website,391.4,393.4, Which I will install.
2,Your First HTML Website,393.4,395.4, You will know.
2,Your First HTML Website,395.4,397.4, Whatever files you are seeing.
2,Your First HTML Website,397.4,399.4, The icon is here.
2,Your First HTML Website,399.4,401.4, You will see the icon here.
2,Your First HTML Website,401.4,403.4, Thanks for installing VS Code Icons.
2,Your First HTML Website,403.4,405.4, I will activate it.
2,Your First HTML Website,405.4,407.4, And you can see.
2,Your First HTML Website,407.4,409.4, That our icons are looking good.
2,Your First HTML Website,409.4,411.4, If we make a folder in the coming time.
2,Your First HTML Website,411.4,413.4, If we make a folder.
2,Your First HTML Website,413.4,415.4, Then the icon will look good.
2,Your First HTML Website,415.4,417.4, We will come back to the extension tab.
2,Your First HTML Website,417.4,419.4, And there are many good themes here.
2,Your First HTML Website,419.4,421.4, Which you can use.
2,Your First HTML Website,421.4,423.4, Some are jellyfish themes.
2,Your First HTML Website,423.4,425.4, One is GitHub themes.
2,Your First HTML Website,425.4,427.4, You can use these themes.
2,Your First HTML Website,427.4,429.4, But I can only use one theme at a time.
2,Your First HTML Website,429.4,431.4, This is the theme of default VS Code.
2,Your First HTML Website,431.4,433.4, Which shows you VS Code.
2,Your First HTML Website,433.4,435.4, If I change my theme.
2,Your First HTML Website,435.4,437.4, My VS Code will look different.
2,Your First HTML Website,437.4,439.4, I will show you.
2,Your First HTML Website,439.4,441.4, I will show you which one I will prefer.
2,Your First HTML Website,441.4,443.4, When it comes to themes.
2,Your First HTML Website,443.4,445.4, I will show you the GitHub theme.
2,Your First HTML Website,445.4,447.4, How it looks.
2,Your First HTML Website,447.4,449.4, The official GitHub theme.
2,Your First HTML Website,449.4,451.4, The theme is given.
2,Your First HTML Website,451.4,453.4, Here is GitHub Dark.
2,Your First HTML Website,453.4,455.4, GitHub Light.
2,Your First HTML Website,455.4,457.4, GitHub Dipped.
2,Your First HTML Website,457.4,459.4, I think this one looks better.
2,Your First HTML Website,459.4,461.4, Because the colors in this.
2,Your First HTML Website,461.4,463.4, Sorry. I will choose GitHub Dark.
2,Your First HTML Website,463.4,465.4, Because the colors here are different.
2,Your First HTML Website,465.4,467.4, The colors in this are different.
2,Your First HTML Website,467.4,469.4, The theme you will like.
2,Your First HTML Website,469.4,471.4, Is Jellyfish.
2,Your First HTML Website,471.4,473.4, Jellyfish theme looks good.
2,Your First HTML Website,473.4,475.4, If I install this.
2,Your First HTML Website,475.4,477.4, You can see the VS Code.
2,Your First HTML Website,477.4,479.4, Jellyfish.
2,Your First HTML Website,479.4,481.4, The material theme is also popular.
2,Your First HTML Website,481.4,483.4, If I use the material theme.
2,Your First HTML Website,483.4,485.4, Material theme.
2,Your First HTML Website,485.4,487.4, Material theme icons.
2,Your First HTML Website,487.4,489.4, We have to install this.
2,Your First HTML Website,489.4,491.4, If you have installed the material theme icons.
2,Your First HTML Website,491.4,493.4, You can change the icons.
2,Your First HTML Website,493.4,495.4, And here we have installed many extensions.
2,Your First HTML Website,495.4,497.4, You can also tell how to delete the extensions.
